cid,cname,O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,PctVotes
143,Lalgudi,11,P.M.SAHADEVAN,Independent,65,0,65,0.04
143,Lalgudi,12,ANBIL K.THANGAMANI,Independent,246,1,247,0.14
143,Lalgudi,13,K.DHARMARAJ,Independent,120,0,120,0.07
143,Lalgudi,14,U.JOHNSON,Independent,303,1,304,0.17
143,Lalgudi,15,NOTA,None of the Above,1191,9,1200,0.69
144,Manachanallur,1,V. INDIRANI,Bahujan Samaj Party,448,3,451,0.23
144,Manachanallur,2,S. KATHIRAVAN,Dravida Munnetra Kazhagam,114451,1883,116334,59.14
144,Manachanallur,3,M. PARANJOTHI,All India Anna Dravida Munnetra Kazhagam,56366,350,56716,28.83
144,Manachanallur,4,C. ARULMANI,Akila India Vallalar Peravai,379,0,379,0.19
144,Manachanallur,5,M. RAJASEKHARN,Amma Makkal Munnettra Kazagam,1619,12,1631,0.83
144,Manachanallur,6,Dr. KRISHNASAMY. V,Naam Tamilar Katchi,14361,82,14443,7.34
144,Manachanallur,7,K. GURUNATHAN,Samaniya Makkal Nala Katchi,103,0,103,0.05
144,Manachanallur,8,R. SAMSON,Makkal Needhi Maiam,1975,21,1996,1.01
144,Manachanallur,9,M. DHINAKARAN,Puthiya Tamilagam,155,3,158,0.08
144,Manachanallur,10,T. RENGARAJ,Tamil Nadu Ilangyar Katchi,240,0,240,0.12
144,Manachanallur,11,S. ROHINI,Makkal Munnetra Peravai,89,2,91,0.05
144,Manachanallur,12,P. JAGADEESAN,My India Party,110,2,112,0.06
144,Manachanallur,13,P. RAMALINGAM,Independent,107,2,109,0.06
144,Manachanallur,14,R. RAJASEHAR,Independent,135,2,137,0.07
144,Manachanallur,15,K.R.ELAIYARAJA,Independent,237,0,237,0.12
144,Manachanallur,16,V. GOPALAKRISHNAN,Independent,206,0,206,0.1
144,Manachanallur,17,R. SUDHA,Independent,158,3,161,0.08
144,Manachanallur,18,V.M. SELVARAJ,Independent,576,1,577,0.29
144,Manachanallur,19,P. NEELAMEGAM,Independent,192,0,192,0.1
144,Manachanallur,20,S. PUGAZHENTHI,Independent,166,2,168,0.09
144,Manachanallur,21,P. MACHAVALLAVAN,Independent,38,0,38,0.02
144,Manachanallur,22,K. MANIMARABOOPATHI,Independent,61,0,61,0.03
144,Manachanallur,23,A.C. MANOHARAN,Independent,43,0,43,0.02
144,Manachanallur,24,S. MANOJ KUMAR,Independent,55,0,55,0.03
144,Manachanallur,25,V. MUTHUSAMY,Independent,100,0,100,0.05
144,Manachanallur,26,N. MOHAN,Independent,91,0,91,0.05
144,Manachanallur,27,K. RAJINIKANTH,Independent,110,0,110,0.06
144,Manachanallur,28,P. RAJARAM,Independent,482,0,482,0.25
144,Manachanallur,29,V. RAJU,Independent,230,1,231,0.12
144,Manachanallur,30,NOTA,None of the Above,1055,12,1067,0.54
145,Musiri,1,Kumar.K.S,Desiya Murpokku Dravida Kazhagam,3153,29,3182,1.77
145,Musiri,2,M. Selvarasu,All India Anna Dravida Munnetra Kazhagam,63179,609,63788,35.5
145,Musiri,3,N. Thiyagarajan,Dravida Munnetra Kazhagam,88487,2137,90624,50.43
145,Musiri,4,V. Bernardshaw,Bahujan Samaj Party,458,0,458,0.25
145,Musiri,5,S. Gokul,Makkal Needhi Maiam,2467,32,2499,1.39
145,Musiri,6,Gautham. S,Rashtriya Samaj Paksha,251,2,253,0.14
145,Musiri,7,D. Dharmalingam,Samaniya Makkal Nala Katchi,109,1,110,0.06
145,Musiri,8,Sridevi Ilangovan,Naam Tamilar Katchi,14207,104,14311,7.96
145,Musiri,9,N. Aravan,Independent,108,0,108,0.06
145,Musiri,10,R. Anandhan,Independent,103,1,104,0.06
145,Musiri,11,Devanur Karthick,Independent,227,0,227,0.13
145,Musiri,12,Shanmugam,Independent,361,2,363,0.2
145,Musiri,13,"A.Chandran. M.Sc.,",Independent,174,1,175,0.1
145,Musiri,14,N. Saminathan,Independent,313,4,317,0.18
145,Musiri,15,N. Sivakumar,Independent,513,0,513,0.29
145,Musiri,16,T. Senthil Kumar,Independent,497,0,497,0.28
145,Musiri,17,V. Natarajan,Independent,164,0,164,0.09
145,Musiri,18,T. Periyathambi,Independent,462,1,463,0.26
145,Musiri,19,R. Michael,Independent,297,0,297,0.17
145,Musiri,20,"P. Loganathan. M.sc.,",Independent,160,1,161,0.09
145,Musiri,21,NOTA,None of the Above,1081,11,1092,0.61
146,Thuraiyur,1,T.INDRAGANDHI,All India Anna Dravida Munnetra Kazhagam,65257,458,65715,37.36
146,Thuraiyur,2,S.ESWARAMOORTHY,Bahujan Samaj Party,865,2,867,0.49
146,Thuraiyur,3,S.STALINKUMAR,Dravida Munnetra Kazhagam,85802,1984,87786,49.91
146,Thuraiyur,4,K.GUNASEKARAN,Puthiya Tamilagam,539,2,541,0.31
146,Thuraiyur,5,K.SUBRAMANIAN,Amma Makkal Munnettra Kazagam,2404,31,2435,1.38
146,Thuraiyur,6,R.TAMILZHSELVI,Naam Tamilar Katchi,13074,84,13158,7.48
146,Thuraiyur,7,M.MALARMANNAN,Samaniya Makkal Nala Katchi,100,0,100,0.06
146,Thuraiyur,8,T.N. YUVARAJAN,Makkal Needhi Maiam,2489,39,2528,1.44
146,Thuraiyur,9,K.JAYAKKANNAN,Tamizhaga Murpokku Makkal Katchi,164,2,166,0.09
146,Thuraiyur,10,S.KARUPPIAH,Independent,314,6,320,0.18
146,Thuraiyur,11,A.SEERANGAN,Independent,119,0,119,0.07
146,Thuraiyur,12,SRINIVASAN J,Independent,316,1,317,0.18
146,Thuraiyur,13,K.SUNDARRAJ,Independent,230,0,230,0.13
146,Thuraiyur,14,NOTA,None of the Above,1580,14,1594,0.91
147,Perambalur,1,"RAJENDRAN, K.",Bahujan Samaj Party,519,1,520,0.22
147,Perambalur,2,"GUNASEKARAN, A.",Nationalist Congress Party,405,4,409,0.17
147,Perambalur,3,"THAMIZHSELVAN, R.",All India Anna Dravida Munnetra Kazhagam,90325,731,91056,37.94
147,Perambalur,4,"PRABHAHARAN, M.",Dravida Munnetra Kazhagam,119636,2454,122090,50.87
147,Perambalur,5,"RAJENDRAN, K.",Desiya Murpokku Dravida Kazhagam,2918,14,2932,1.22
147,Perambalur,6,"SASIKALA, M.",Indiya Jananayaka Katchi,1073,7,1080,0.45
147,Perambalur,7,"MAHESHWARI, M.",Naam Tamilar Katchi,18592,81,18673,7.78
147,Perambalur,8,"RADHIKA, T.",Puthiya Tamilagam,994,9,1003,0.42
147,Perambalur,9,"SATHISH, S.",Independent,379,0,379,0.16
147,Perambalur,10,NOTA,None of the Above,1867,17,1884,0.78
148,Kunnam,1,"RAMACHANDRAN, R.T.",All India Anna Dravida Munnetra Kazhagam,96734,859,97593,44.38
148,Kunnam,2,"SIVASANKAR, S.S.",Dravida Munnetra Kazhagam,102707,1215,103922,47.26
148,Kunnam,3,"PANDIYAN, S.",Bahujan Samaj Party,494,0,494,0.22
148,Kunnam,4,"ARUL, P.",Naam Tamilar Katchi,9319,35,9354,4.25
148,Kunnam,5,"RAVANAN, M.",New Generation People’s Party,183,4,187,0.09
148,Kunnam,6,"KAARTHIKEYAN, S.",Amma Makkal Munnettra Kazagam,2092,26,2118,0.96
148,Kunnam,7,"SATHIK BASHA, A.S.",Makkal Needhi Maiam,731,8,739,0.34
148,Kunnam,8,"ARUL, G.",Independent,119,4,123,0.06
148,Kunnam,9,"KATHIRAVAN, C.",Independent,47,1,48,0.02
148,Kunnam,10,"KALAISELVI, J.",Independent,67,1,68,0.03
148,Kunnam,11,KALAIYARASI SARAVANAN,Independent,89,1,90,0.04
148,Kunnam,12,"GOWTHAMAN, V.",Independent,331,5,336,0.15
148,Kunnam,13,"SURESHKUMAR, S.",Independent,265,4,269,0.12
148,Kunnam,14,"SELVAM, J.",Independent,174,0,174,0.08
148,Kunnam,15,"SELVARAJU, R.",Independent,977,0,977,0.44
148,Kunnam,16,"BALAMURUGAN, S.",Independent,934,0,934,0.42
148,Kunnam,17,"PRAKASH, M.R.",Independent,604,0,604,0.27
148,Kunnam,18,"PUGALENTHI, Dr.S.",Independent,366,0,366,0.17
148,Kunnam,19,"MANIKANDAN, K.",Independent,152,0,152,0.07
148,Kunnam,20,"MATHIYAZHAGAN, S.",Independent,86,1,87,0.04
148,Kunnam,21,"MUTHAMILSELVAN, D.",Independent,40,0,40,0.02
148,Kunnam,22,"VINOTHKUMAR, M.",Independent,451,0,451,0.21
148,Kunnam,23,NOTA,None of the Above,751,2,753,0.34
149,Ariyalur,1,SAVARIANANDHAM V,Bahujan Samaj Party,483,3,486,0.22
149,Ariyalur,2,CHINNAPPA K,Dravida Munnetra Kazhagam,102964,1011,103975,46.16
149,Ariyalur,3,RAJENDRAN S,All India Anna Dravida Munnetra Kazhagam,100436,305,100741,44.73
149,Ariyalur,4,THANGA. SHANMUGA SUNDARAM,New Generation People’s Party,1028,9,1037,0.46
149,Ariyalur,5,SUGUNA KUMAR,Naam Tamilar Katchi,12285,61,12346,5.48
149,Ariyalur,6,DURAI.MANIVEL,Amma Makkal Munnettra Kazagam,2040,4,2044,0.91
149,Ariyalur,7,JAWAHAR P,Indiya Jananayaka Katchi,896,9,905,0.4
149,Ariyalur,8,KUMAR J,Independent,73,1,74,0.03
149,Ariyalur,9,SIVATHASAN V,Independent,159,0,159,0.07
149,Ariyalur,10,DEVA P,Independent,127,6,133,0.06
149,Ariyalur,11,MANIKANNAN M,Independent,539,1,540,0.24
149,Ariyalur,12,RAMESH K,Independent,766,1,767,0.34
149,Ariyalur,13,RAVICHANDRAN S,Independent,630,2,632,0.28
149,Ariyalur,14,NOTA,None of the Above,1383,3,1386,0.62
150,Jayankondam,1,KANNAN KA SO KA,Dravida Munnetra Kazhagam,98174,1355,99529,46
150,Jayankondam,2,NEELAMEGAM K,Bahujan Samaj Party,603,2,605,0.28
150,Jayankondam,3,SIVA J K,Amma Makkal Munnettra Kazagam,1545,15,1560,0.72
150,Jayankondam,4,SORNALATHA @ LATHA G,Indiya Jananayaka Katchi,4662,38,4700,2.17
150,Jayankondam,5,NATARAJAN A,Anna Dravidar Kazhagam,413,5,418,0.19
150,Jayankondam,6,BALU K,Pattali Makkal Katchi,93217,860,94077,43.48
150,Jayankondam,7,MAHALINGAM NEELA,Naam Tamilar Katchi,9903,53,9956,4.6
150,Jayankondam,8,KESAVARAJAN V K,Independent,1543,3,1546,0.71
150,Jayankondam,9,SATHISHKUMAR R,Independent,348,1,349,0.16
150,Jayankondam,10,SAMUVEL MARTIN A,Independent,309,3,312,0.14
150,Jayankondam,11,SUDARVIZHI K,Independent,247,3,250,0.12
150,Jayankondam,12,SEDHURAMAN R,Independent,257,1,258,0.12
150,Jayankondam,13,RAJKUMAR S,Independent,945,2,947,0.44
150,Jayankondam,14,NOTA,None of the Above,1850,11,1861,0.86
151,Tittakudi,1,"UMANATH,  R.",Desiya Murpokku Dravida Kazhagam,4121,21,4142,2.46
151,Tittakudi,2,"GANESAN,  C.V.",Dravida Munnetra Kazhagam,82780,946,83726,49.78
151,Tittakudi,3,"PERIYASAMY,  D.",Bharatiya Janata Party,61851,312,62163,36.96
151,Tittakudi,4,"RAVICHANDRAN,  P.",Bahujan Samaj Party,558,1,559,0.33
151,Tittakudi,5,"ARULDOSS,  E.",Desiya Makkal Sakthi Katchi,219,2,221,0.13
151,Tittakudi,6,"KAMATCHI,  N.",Naam Tamilar Katchi,10555,36,10591,6.3
151,Tittakudi,7,"PRABAKARAN,  R.",Makkal Needhi Maiam,1730,15,1745,1.04
151,Tittakudi,8,"AYYASAMY,  S.",Independent,720,4,724,0.43
151,Tittakudi,9,"KARUPPAN,  M.",Independent,927,17,944,0.56
151,Tittakudi,10,"KAMARAJ,  K.",Independent,141,0,141,0.08
151,Tittakudi,11,"KOLANJINATHAN,  V.",Independent,129,1,130,0.08
151,Tittakudi,12,"SEENUVASAN,  C.",Independent,197,0,197,0.12
151,Tittakudi,13,"SUMATHI,  S.",Independent,237,1,238,0.14
151,Tittakudi,14,"NATARAJAN,  M.",Independent,1063,0,1063,0.63
151,Tittakudi,15,"PALANIAMMAL,  P.",Independent,601,0,601,0.36
151,Tittakudi,16,NOTA,None of the Above,995,4,999,0.59
152,Vriddhachalam,1,A. Ayyasamy,Bahujan Samaj Party,461,7,468,0.24
152,Vriddhachalam,2,Premalatha Vijayakant,Desiya Murpokku Dravida Kazhagam,25790,118,25908,13.17
152,Vriddhachalam,3,Radhakrishnan,Indian National Congress,75892,1172,77064,39.17
152,Vriddhachalam,4,N. Amutha,Naam Tamilar Katchi,8603,39,8642,4.39
152,Vriddhachalam,5,B. Arasi,Rashtriya Janata Dal,404,1,405,0.21
152,Vriddhachalam,6,Karthikeyan. J,Pattali Makkal Katchi,75585,617,76202,38.73
152,Vriddhachalam,7,R. Kesavaperumal,Tamil Nadu Ilangyar Katchi,887,4,891,0.45
152,Vriddhachalam,8,Sathiyanathan,Anaithu Makkal Puratchi Katchi,272,1,273,0.14
152,Vriddhachalam,9,Sivasankar,New Generation People’s Party,178,1,179,0.09
152,Vriddhachalam,10,R. Parthasarathi,Indiya Jananayaka Katchi,822,19,841,0.43
152,Vriddhachalam,11,G. Pichamuthu,Desiya Sirupanmayinar Makkal Iyakkam,323,0,323,0.16
152,Vriddhachalam,12,S. Aruljothi,Independent,86,0,86,0.04
152,Vriddhachalam,13,M. Anwar Basha,Independent,298,2,300,0.15
152,Vriddhachalam,14,S. Sadhasivam,Independent,245,1,246,0.13
152,Vriddhachalam,15,M. Sathiyaseelan,Independent,261,0,261,0.13
152,Vriddhachalam,16,R. Saravanan,Independent,398,0,398,0.2
152,Vriddhachalam,17,K.P.Senthilmurugan,Independent,270,0,270,0.14
152,Vriddhachalam,18,C. Dhanasekar,Independent,268,0,268,0.14
152,Vriddhachalam,19,Perumal,Independent,485,0,485,0.25
152,Vriddhachalam,20,S. Mahaveer Chand,Independent,175,0,175,0.09
152,Vriddhachalam,21,A. Manikandan,Independent,108,1,109,0.06
152,Vriddhachalam,22,S. Muruganantham,Independent,526,1,527,0.27
152,Vriddhachalam,23,S. Radhakrishnan,Independent,101,2,103,0.05
152,Vriddhachalam,24,N. Radhika,Independent,193,1,194,0.1
152,Vriddhachalam,25,P. Ramasamy,Independent,74,0,74,0.04
152,Vriddhachalam,26,Ramadoss  S,Independent,114,1,115,0.06
152,Vriddhachalam,27,K. Ravichandiran,Independent,156,0,156,0.08
152,Vriddhachalam,28,T. Veeramani,Independent,148,0,148,0.08
152,Vriddhachalam,29,Stalin,Independent,859,3,862,0.44
152,Vriddhachalam,30,NOTA,None of the Above,757,4,761,0.39
153,Neyveli,1,KANAGARAJI.C,Bahujan Samaj Party,450,5,455,0.28
153,Neyveli,2,SABA.RAJENDRAN,Dravida Munnetra Kazhagam,74189,988,75177,45.8
153,Neyveli,3,ILANGOVAN.R,Indiya Jananayaka Katchi,1006,5,1011,0.62
153,Neyveli,4,BAKTHARATCHAGAN.R,Amma Makkal Munnettra Kazagam,2221,9,2230,1.36
153,Neyveli,5,RAMESH.K,Naam Tamilar Katchi,7763,22,7785,4.74
153,Neyveli,6,JAGAN.K,Pattali Makkal Katchi,73544,656,74200,45.21
153,Neyveli,7,DHANASEKARAN.S,Independent,333,1,334,0.2
153,Neyveli,8,DHILIBAN.U,Independent,392,0,392,0.24
153,Neyveli,9,DHURGA.K,Independent,204,5,209,0.13
153,Neyveli,10,BOOBALAN.E,Independent,91,0,91,0.06
153,Neyveli,11,RAJENDRAN .B,Independent,552,4,556,0.34
153,Neyveli,12,VADUGANATHAN.R,Independent,519,0,519,0.32
153,Neyveli,13,NOTA,None of the Above,1164,7,1171,0.71
154,Panruti,1,RAJENDRAN.R,All India Anna Dravida Munnetra Kazhagam,88489,615,89104,45.22
154,Panruti,2,SIVAKOZHUNDU.P,Desiya Murpokku Dravida Kazhagam,3357,5,3362,1.71
154,Panruti,3,VELMURUGAN.T,Dravida Munnetra Kazhagam,92917,884,93801,47.6
154,Panruti,4,SUBHASHINI.R,Naam Tamilar Katchi,6511,36,6547,3.32
154,Panruti,5,JAYLANI,Makkal Needhi Maiam,1657,13,1670,0.85
154,Panruti,6,ARULKUMAR.R,Independent,159,0,159,0.08
154,Panruti,7,KAMADEVAN.S,Independent,69,0,69,0.04
154,Panruti,8,KRISHNARAJ.S,Independent,67,1,68,0.03
154,Panruti,9,KUMAR.D,Independent,45,3,48,0.02
154,Panruti,10,GOVINDASAMY.S,Independent,42,0,42,0.02
154,Panruti,11,SUMATHI.V,Independent,106,10,116,0.06
154,Panruti,12,NAGAMANI.M,Independent,45,0,45,0.02
154,Panruti,13,PRAKASH.R,Independent,125,0,125,0.06
154,Panruti,14,VELMURUGAN.K,Independent,418,0,418,0.21
154,Panruti,15,VELMURUGAN.R,Independent,152,0,152,0.08
154,Panruti,16,NOTA,None of the Above,1320,3,1323,0.67
155,Cuddalore,1,G.IYAPPAN,Dravida Munnetra Kazhagam,82813,1750,84563,46.46
155,Cuddalore,2,M.C.SAMPATH,All India Anna Dravida Munnetra Kazhagam,78004,1408,79412,43.63
155,Cuddalore,3,A.GNANAPANDITHAN,Desiya Murpokku Dravida Kazhagam,1489,10,1499,0.82
155,Cuddalore,4,R.VALLAL KUMAR,Bahujan Samaj Party,78,1,79,0.04
155,Cuddalore,5,K.ANANDRAJ,Makkal Needhi Maiam,4005,35,4040,2.22
155,Cuddalore,6,S.PUSHBARAJ,Tamil Nadu Ilangyar Katchi,608,9,617,0.34
155,Cuddalore,7,A.Mohamed Usman,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,29,0,29,0.02
155,Cuddalore,8,S.V.RAJARAJAN,Desiya Makkal Sakthi Katchi,74,0,74,0.04
155,Cuddalore,9,JALADEEPAN.V,Naam Tamilar Katchi,9480,83,9563,5.25
155,Cuddalore,10,G.KRISHNAN,Independent,25,4,29,0.02
155,Cuddalore,11,S.SAMPATH,Independent,46,0,46,0.03
155,Cuddalore,12,K.THANGARASU,Independent,31,0,31,0.02
155,Cuddalore,13,V. DAKSHNAMOORTHY,Independent,183,2,185,0.1
155,Cuddalore,14,S.DEENADHAYALAN,Independent,289,2,291,0.16
155,Cuddalore,15,J.JACOB,Independent,307,0,307,0.17
155,Cuddalore,16,NOTA,None of the Above,1228,8,1236,0.68
156,Kurinjipadi,1,SELVI RAMAJAYAM,All India Anna Dravida Munnetra Kazhagam,83478,451,83929,42.22
156,Kurinjipadi,2,M.R.K.PANNEERSELVAM,Dravida Munnetra Kazhagam,100463,993,101456,51.04
156,Kurinjipadi,3,T.VELAYUDHAM,Bahujan Samaj Party,480,2,482,0.24
156,Kurinjipadi,4,K.CHANDRAMOULI,Janata Dal  (Secular),1178,11,1189,0.6
156,Kurinjipadi,5,S.SUMATHI,Naam Tamilar Katchi,8470,42,8512,4.28
156,Kurinjipadi,6,R.MUTHUKRISHNAN,Anna Dravidar Kazhagam,140,0,140,0.07
156,Kurinjipadi,7,A.VASANTHAKUMAR,Amma Makkal Munnettra Kazagam,834,3,837,0.42
156,Kurinjipadi,8,R.SARATHKUMAR,Independent,154,0,154,0.08
156,Kurinjipadi,9,BRIJITA ROSLENE,Independent,91,1,92,0.05
156,Kurinjipadi,10,L.MADHIYAZHAGAN,Independent,139,0,139,0.07
156,Kurinjipadi,11,N.MUTHAZHAGAN,Independent,124,0,124,0.06
156,Kurinjipadi,12,R.RAJESH,Independent,515,0,515,0.26
156,Kurinjipadi,13,NOTA,None of the Above,1208,4,1212,0.61
157,Bhuvanagiri,1,Arunmozhithevan. A,All India Anna Dravida Munnetra Kazhagam,95536,917,96453,48.92
157,Bhuvanagiri,2,Ezhilvendhan. R,Bahujan Samaj Party,503,1,504,0.26
157,Bhuvanagiri,3,Saravanan. Durai.K,Dravida Munnetra Kazhagam,87217,977,88194,44.73
157,Bhuvanagiri,4,Balamurugan. K.S.K,Amma Makkal Munnettra Kazagam,2464,6,2470,1.25
157,Bhuvanagiri,5,Rathinavel. R.,Naam Tamilar Katchi,6927,31,6958,3.53
157,Bhuvanagiri,6,Revathi. R.,Indiya Jananayaka Katchi,314,1,315,0.16
157,Bhuvanagiri,7,Anandan. S (a) Kavignar Sella Aananthamaalai,Independent,102,0,102,0.05
157,Bhuvanagiri,8,Ezhilvendan. P.,Independent,55,0,55,0.03
157,Bhuvanagiri,9,Saravanan. J.,Independent,192,4,196,0.1
157,Bhuvanagiri,10,Sivakumari. T,Independent,68,0,68,0.03
157,Bhuvanagiri,11,Pazhanivel. M,Independent,141,1,142,0.07
157,Bhuvanagiri,12,Balamurugan. G.C,Independent,132,1,133,0.07
157,Bhuvanagiri,13,Ranjith. R,Independent,333,0,333,0.17
157,Bhuvanagiri,14,Jeyakumar. K,Independent,184,0,184,0.09
157,Bhuvanagiri,15,NOTA,None of the Above,1058,0,1058,0.54
158,Chidambaram,1,D. CHANDRA PRABU,Bahujan Samaj Party,474,4,478,0.26
158,Chidambaram,2,K.A. PANDIAN,All India Anna Dravida Munnetra Kazhagam,90523,1438,91961,50.16
158,Chidambaram,3,S. ABDUL RAHMAN,Indian Union Muslim League,73773,1251,75024,40.92
158,Chidambaram,4,K. UDAYA SELVAN,Anaithu Makkal Puratchi Katchi,304,1,305,0.17
158,Chidambaram,5,G. DEVASAGAYAM,Makkal Needhi Maiam,2924,29,2953,1.61
158,Chidambaram,6,NATARAJAN KRISHNAMOORTHY,Naam Tamilar Katchi,9021,50,9071,4.95
158,Chidambaram,7,M. NANTHINIDEVI,Amma Makkal Munnettra Kazagam,1380,8,1388,0.76
158,Chidambaram,8,M. RAGHUNATHAN,Ilantamilar Munnani Kazhagam,145,1,146,0.08
158,Chidambaram,9,B. NARAYANAMOORTHY,Independent,240,2,242,0.13
158,Chidambaram,10,S. BALAMURUGAN,Independent,335,2,337,0.18
158,Chidambaram,11,C. VINOBA,Independent,245,0,245,0.13
158,Chidambaram,12,NOTA,None of the Above,1190,12,1202,0.66
159,Kattumannarkoil,1,THANGA UDHAYAKUMAR,Bahujan Samaj Party,425,4,429,0.24
159,Kattumannarkoil,2,N. MURUGUMARAN,All India Anna Dravida Munnetra Kazhagam,74608,883,75491,43
159,Kattumannarkoil,3,M.G. KALYANASUNDARAM,All India Jananayaka Makkal Kazhagam,458,2,460,0.26
159,Kattumannarkoil,4,SINTHANAI SELVAN,Viduthalai Chiruthaigal Katchi,84986,1070,86056,49.02
159,Kattumannarkoil,5,THANGA VIKRAM,Makkal Needhi Maiam,1391,24,1415,0.81
159,Kattumannarkoil,6,M. THIRUNAVUKARASU,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,133,1,134,0.08
159,Kattumannarkoil,7,S. NARAYANAMOORTHY,Amma Makkal Munnettra Kazagam,1892,12,1904,1.08
159,Kattumannarkoil,8,P. NIVEDHA,Naam Tamilar Katchi,6762,44,6806,3.88
159,Kattumannarkoil,9,M.A.T. ARCHUNAN,Independent,417,4,421,0.24
159,Kattumannarkoil,10,A. ANANDAN,Independent,991,0,991,0.56
159,Kattumannarkoil,11,P.M. KUMAR,Independent,362,1,363,0.21
159,Kattumannarkoil,12,S.TAMILSELVAN,Independent,216,0,216,0.12
159,Kattumannarkoil,13,MATHIAZHAGAN,Independent,227,0,227,0.13
159,Kattumannarkoil,14,NOTA,None of the Above,647,1,648,0.37
160,Sirkazhi,1,PANNEERSELVAM,Dravida Munnetra Kazhagam,92866,1191,94057,49.16
160,Sirkazhi,2,P.V.BHARATHI,All India Anna Dravida Munnetra Kazhagam,81235,674,81909,42.81
160,Sirkazhi,3,SRITHAR,Bahujan Samaj Party,490,5,495,0.26
160,Sirkazhi,4,Kamban,Anaithu Makkal Arasiyal Katchi,76,3,79,0.04
160,Sirkazhi,5,Kavitha,Naam Tamilar Katchi,10966,47,11013,5.76
160,Sirkazhi,6,BALU,Amma Makkal Munnettra Kazagam,1301,7,1308,0.68
160,Sirkazhi,7,PRABU,Makkal Needhi Maiam,990,10,1000,0.52
160,Sirkazhi,8,ANUSUYA,Independent,76,1,77,0.04
160,Sirkazhi,9,Silambarasan,Independent,121,1,122,0.06
160,Sirkazhi,10,BARATHI,Independent,287,1,288,0.15
160,Sirkazhi,11,NOTA,None of the Above,974,3,977,0.51
161,Mayiladuthurai,1,Shamsudeen.N,Bahujan Samaj Party,523,3,526,0.3
161,Mayiladuthurai,2,Rajakumar.S,Indian National Congress,72376,1266,73642,42.17
161,Mayiladuthurai,3,Anbarasan Komal R K,Amma Makkal Munnettra Kazagam,7205,77,7282,4.17
161,Mayiladuthurai,4,Kasiraman.K,Naam Tamilar Katchi,13123,63,13186,7.55
161,Mayiladuthurai,5,Palanisamy.A,Pattali Makkal Katchi,70310,590,70900,40.6
161,Mayiladuthurai,6,Ravichandran.N,Makkal Needhi Maiam,5850,83,5933,3.4
161,Mayiladuthurai,7,Rajkumar.S,Tamil Nadu Ilangyar Katchi,645,6,651,0.37
161,Mayiladuthurai,8,Ganesan.S,Independent,185,0,185,0.11
161,Mayiladuthurai,9,Loga.Sampath,Independent,152,3,155,0.09
161,Mayiladuthurai,10,Thimothy.T,Independent,135,3,138,0.08
161,Mayiladuthurai,11,Niranjan.R,Independent,242,1,243,0.14
161,Mayiladuthurai,12,Babusankar.R,Independent,167,1,168,0.1
161,Mayiladuthurai,13,Manimaran.T,Independent,206,2,208,0.12
161,Mayiladuthurai,14,Rajendran.M,Independent,356,0,356,0.2
161,Mayiladuthurai,15,NOTA,None of the Above,1054,13,1067,0.61
162,Poompuhar,1,T. Ilanchezhian,Bahujan Samaj Party,496,4,500,0.24
162,Poompuhar,2,S.Pavunraj,All India Anna Dravida Munnetra Kazhagam,92299,504,92803,44.65
162,Poompuhar,3,Nivedha M. Murugan,Dravida Munnetra Kazhagam,95161,941,96102,46.24
162,Poompuhar,4,P. Kaliyammal,Naam Tamilar Katchi,14783,40,14823,7.13
162,Poompuhar,5,S.Senthamizhan,Amma Makkal Munnettra Kazagam,1212,8,1220,0.59
162,Poompuhar,6,M.H.Meharajdeen,Makkal Needhi Maiam,946,4,950,0.46
162,Poompuhar,7,A. Kalaivanan,Independent,102,0,102,0.05
162,Poompuhar,8,S.Pandiyarajan,Independent,343,0,343,0.17
162,Poompuhar,9,S.Murugan,Independent,261,1,262,0.13
162,Poompuhar,10,NOTA,None of the Above,727,6,733,0.35
163,Nagapattinam,1,Thanka.kathiravan,All India Anna Dravida Munnetra Kazhagam,58729,314,59043,41.13
163,Nagapattinam,2,S.Augustine Arputharaj,Naam Tamilar Katchi,9931,45,9976,6.95
163,Nagapattinam,3,T. Singaravadivelan,Shiv Sena,105,0,105,0.07
163,Nagapattinam,4,Syed Anas Mohideen Sahip,Makkal Needhi Maiam,2523,17,2540,1.77
163,Nagapattinam,5,J.V. Durai,Makkalatchi Katchi,96,2,98,0.07
163,Nagapattinam,6,C.Manjula,Amma Makkal Munnettra Kazagam,3457,46,3503,2.44
163,Nagapattinam,7,Mayilarasi,Naadaalum Makkal Katchi,256,0,256,0.18
163,Nagapattinam,8,J. Mohamed Shanavas,Viduthalai Chiruthaigal Katchi,65587,694,66281,46.17
163,Nagapattinam,9,V. Canagaradjou,Independent,208,1,209,0.15
163,Nagapattinam,10,Durai. Selvakumar,Independent,110,3,113,0.08
163,Nagapattinam,11,N P Bhashgaran,Independent,180,4,184,0.13
163,Nagapattinam,12,S. Prem,Independent,105,0,105,0.07
163,Nagapattinam,13,V. Manikandan,Independent,252,0,252,0.18
163,Nagapattinam,14,NOTA,None of the Above,893,2,895,0.62
164,Kilvelur,1,TAMILARASAN U,Bahujan Samaj Party,636,5,641,0.45
164,Kilvelur,2,NAGAIMAALI V P,Communist Party of India  (Marxist),67288,700,67988,47.55
